stnId,SPI1,tm,stnNm,avgTa,minTa,maxTa,sumRn,avgWs,avgTd,avgRhm,avgPa,avgTs
262,-1.05,1991-01-02,고흥,0.9,-1.3,4.4,0.0,2.1,-11.8,42.3,1015.4,2.5
262,-1.121,1991-01-03,고흥,0.0,-6.9,6.5,0.0,1.3,-8.5,55.8,1017.6,2.2
262,-0.937,1991-01-04,고흥,0.2,-2.0,4.2,0.0,1.8,-7.6,56.5,1017.0,2.2
262,-0.861,1991-01-05,고흥,-1.7,-4.0,4.0,0.0,1.7,-9.6,55.5,1015.8,1.1
262,-0.892,1991-01-06,고흥,-0.6,-5.2,6.3,0.0,1.0,-7.2,64.8,1019.2,1.3
262,-0.913,1991-01-07,고흥,0.2,-5.7,5.2,2.5,1.7,-3.0,80.5,1015.7,1.5
262,-0.584,1991-01-08,고흥,-0.4,-4.0,2.6,0.0,1.8,-7.7,58.8,1015.4,1.7
262,-0.56,1991-01-09,고흥,0.3,-5.6,6.9,0.0,1.4,-6.5,62.8,1017.4,0.7
262,-0.507,1991-01-10,고흥,3.7,-0.3,7.4,0.0,1.5,-2.4,64.3,1016.2,2.5
262,-0.465,1991-01-11,고흥,2.6,-2.0,7.6,0.0,1.1,-4.6,59.8,1012.8,3.9
262,-0.437,1991-01-12,고흥,1.5,-3.9,6.0,0.0,1.5,-4.0,67.0,1016.0,2.0
262,-0.341,1991-01-13,고흥,-1.7,-5.5,6.0,0.0,1.0,-8.1,66.5,1021.3,0.1
262,-0.379,1991-01-14,고흥,-2.8,-8.2,3.0,0.0,0.5,-9.1,64.3,1024.0,-0.3
262,-0.48,1991-01-15,고흥,-1.6,-8.2,7.9,0.0,0.7,-4.9,80.3,1023.2,0.6
262,-0.477,1991-01-16,고흥,0.3,-6.9,10.6,0.0,0.5,-6.3,66.5,1021.6,1.6
262,-0.5,1991-01-17,고흥,1.6,-3.0,7.7,0.0,1.6,-9.7,48.5,1020.4,2.9
262,-0.584,1991-01-18,고흥,0.2,-5.8,10.4,0.0,0.8,-8.9,55.8,1025.5,1.1
262,-0.622,1991-01-19,고흥,1.7,-5.7,10.2,0.0,1.1,-0.3,87.8,1025.1,2.5
262,-0.704,1991-01-20,고흥,6.9,4.2,9.0,1.0,2.2,6.4,96.3,1018.8,5.9
262,-0.617,1991-01-21,고흥,9.3,7.8,11.2,12.0,1.6,8.2,93.3,1011.0,9.4
262,0.258,1991-01-22,고흥,5.7,-0.1,8.2,1.5,0.4,5.2,96.0,1016.9,6.6
262,0.296,1991-01-23,고흥,3.1,-2.3,10.9,0.0,0.8,0.4,85.0,1022.7,4.9
262,0.208,1991-01-24,고흥,5.9,3.7,10.2,5.5,2.1,4.6,91.5,1015.3,5.9
262,0.362,1991-01-25,고흥,4.0,-2.0,7.7,0.0,1.7,-3.3,60.5,1017.9,4.9
262,0.384,1991-01-26,고흥,0.5,-5.4,8.0,0.0,1.1,-6.3,67.0,1022.6,2.6
262,0.393,1991-01-27,고흥,0.6,-4.9,7.2,0.0,1.1,-5.5,65.3,1023.9,2.4
262,0.387,1991-01-28,고흥,-1.1,-7.6,7.4,0.0,0.8,-5.7,76.3,1026.1,1.6
262,0.311,1991-01-29,고흥,3.1,-2.8,11.0,0.0,0.7,-2.7,70.8,1025.2,4.5
262,0.264,1991-01-30,고흥,0.9,-4.4,10.2,0.0,0.7,-7.3,64.5,1023.8,3.0
