stnId,SPI1,tm,stnNm,avgTa,minTa,maxTa,sumRn,avgWs,avgTd,avgRhm,avgPa,avgTs
244,0.05,1991-01-02,임실,-3.1,-5.5,-0.2,0.0,3.1,-10.3,57.5,991.4,0.2
244,0.134,1991-01-03,임실,-3.1,-9.9,3.0,1.4,1.6,-6.7,78.5,991.4,-0.9
244,0.334,1991-01-04,임실,-4.9,-8.0,-1.5,0.8,2.1,-8.8,74.5,991.9,0.4
244,0.377,1991-01-05,임실,-6.1,-8.3,-3.6,0.2,2.1,-10.0,74.3,990.6,-1.0
244,0.364,1991-01-06,임실,-5.4,-12.1,1.4,0.0,1.1,-8.9,80.3,993.7,-0.8
244,0.363,1991-01-07,임실,-2.8,-6.2,1.3,2.9,1.5,-4.9,85.5,990.1,-0.5
244,0.512,1991-01-08,임실,-4.7,-10.4,-2.1,0.8,1.6,-8.8,74.3,990.4,-0.5
244,0.392,1991-01-09,임실,-5.6,-14.6,2.2,0.0,0.8,-9.3,76.8,992.4,-2.1
244,0.484,1991-01-10,임실,0.8,-2.4,5.0,0.0,0.9,-2.6,80.0,990.9,0.5
244,0.362,1991-01-11,임실,-0.7,-4.5,2.7,0.0,1.2,-4.9,74.3,988.1,0.6
244,0.347,1991-01-12,임실,-2.4,-6.4,1.8,1.6,1.2,-4.0,89.0,990.3,-0.1
244,0.448,1991-01-13,임실,-6.7,-11.6,0.2,0.0,1.2,-9.9,80.5,995.9,0.1
244,0.417,1991-01-14,임실,-7.2,-12.3,-1.3,0.0,0.6,-10.4,78.3,998.5,-2.2
244,0.415,1991-01-15,임실,-4.5,-12.1,5.2,0.0,0.9,-7.6,81.0,997.6,-1.3
244,0.437,1991-01-16,임실,-1.4,-8.7,7.5,0.0,0.6,-4.8,80.3,995.9,0.3
244,0.458,1991-01-17,임실,0.0,-6.4,3.4,0.7,2.5,-7.0,61.8,995.7,0.9
244,0.464,1991-01-18,임실,-4.5,-10.8,4.7,0.0,0.8,-9.5,73.8,1000.4,-0.5
244,0.469,1991-01-19,임실,-3.2,-11.2,7.6,0.0,0.3,-8.0,75.0,1000.4,-0.1
244,0.439,1991-01-20,임실,1.8,-6.6,12.9,0.0,0.5,-1.7,80.0,994.5,2.1
244,0.474,1991-01-21,임실,3.9,2.0,7.5,12.1,0.6,2.8,92.3,987.5,3.2
244,0.752,1991-01-22,임실,3.5,2.3,5.6,2.2,0.8,2.6,93.5,991.6,2.3
244,0.761,1991-01-23,임실,3.5,0.2,9.5,0.0,1.1,0.1,80.0,997.2,4.3
244,0.73,1991-01-24,임실,1.9,0.0,5.2,2.2,1.2,0.5,91.3,990.3,1.8
244,0.54,1991-01-25,임실,0.8,-2.6,4.0,0.0,1.9,-5.8,63.5,992.8,2.4
244,0.227,1991-01-26,임실,-2.3,-6.9,2.8,0.0,1.2,-7.5,69.0,997.4,1.1
244,0.254,1991-01-27,임실,-3.2,-7.3,3.0,0.0,1.2,-8.8,70.5,999.1,1.4
244,0.285,1991-01-28,임실,-3.7,-10.3,4.6,0.0,0.3,-8.4,74.8,1000.6,-0.4
244,0.276,1991-01-29,임실,-1.7,-7.2,7.6,0.0,0.6,-7.7,71.3,1000.2,1.9
244,0.28,1991-01-30,임실,-1.7,-6.9,6.0,0.0,0.8,-6.0,76.0,999.0,1.9
244,0.249,1991-01-31,임실,-2.7,-7.9,4.8,0.0,1.1,-7.6,74.0,994.8,1.9
244,0.095,1991-02-01,임실,-4.3,-9.5,1.0,0.0,1.2,-8.1,76.5,992.0,-0.9
244,0.031,1991-02-02,임실,-4.7,-11.1,3.8,0.0,1.0,-10.1,72.3,994.3,-0.2
244,-0.061,1991-02-03,임실,-3.7,-9.9,4.0,0.0,0.9,-7.3,78.5,993.2,0.1
244,-0.084,1991-02-04,임실,-1.6,-5.4,2.3,1.5,2.2,-6.4,72.5,990.8,0.0
244,0.059,1991-02-05,임실,-1.8,-5.9,3.7,0.0,1.2,-6.5,71.5,993.4,1.7
244,0.052,1991-02-06,임실,-2.3,-8.4,6.1,0.0,0.5,-6.2,77.3,991.6,1.0
244,-0.126,1991-02-07,임실,0.2,-7.0,8.1,1.3,1.3,-3.0,82.0,989.2,1.8
244,-0.12,1991-02-08,임실,0.8,-4.9,7.6,0.0,1.7,-6.0,66.0,993.5,3.3
244,-0.212,1991-02-09,임실,0.4,-6.2,8.1,8.1,0.4,-2.6,84.3,990.4,1.0
244,0.101,1991-02-10,임실,3.2,2.3,4.2,13.1,1.3,2.0,91.8,982.9,3.3
244,0.657,1991-02-11,임실,2.7,-2.0,5.8,1.4,1.5,-0.8,78.0,989.2,2.6
244,0.622,1991-02-12,임실,-0.1,-4.5,7.4,0.0,1.0,-5.4,71.3,994.9,3.3
244,0.612,1991-02-13,임실,1.2,-2.6,9.0,0.0,0.5,-3.7,73.3,994.5,2.2
244,0.538,1991-02-14,임실,2.6,-4.3,9.9,1.5,1.5,-0.6,81.5,987.8,3.2
